"","Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"396","US National","2 wk ahead","Bin","percent","6.1","6.2",2.93280819532869e-13
"397","US National","2 wk ahead","Bin","percent","6.2","6.3",1.25549433503312e-13
"398","US National","2 wk ahead","Bin","percent","6.3","6.4",5.36408293936109e-14
"399","US National","2 wk ahead","Bin","percent","6.4","6.5",2.28513254630367e-14
"400","US National","2 wk ahead","Bin","percent","6.5","6.6",9.73174180329905e-15
"401","US National","2 wk ahead","Bin","percent","6.6","6.7",4.15176698092964e-15
"402","US National","2 wk ahead","Bin","percent","6.7","6.8",1.76034919991416e-15
"403","US National","2 wk ahead","Bin","percent","6.8","6.9",7.30710988643613e-16
"404","US National","2 wk ahead","Bin","percent","6.9","7",3.32141358474371e-16
"405","US National","2 wk ahead","Bin","percent","7","7.1",1.32856543389748e-16
"406","US National","2 wk ahead","Bin","percent","7.1","7.2",6.64282716948739e-17
"407","US National","2 wk ahead","Bin","percent","7.2","7.3",0
"408","US National","2 wk ahead","Bin","percent","7.3","7.4",3.32141358474371e-17
"409","US National","2 wk ahead","Bin","percent","7.4","7.5",0
"410","US National","2 wk ahead","Bin","percent","7.5","7.6",0
"411","US National","2 wk ahead","Bin","percent","7.6","7.7",0
"412","US National","2 wk ahead","Bin","percent","7.7","7.8",0
"413","US National","2 wk ahead","Bin","percent","7.8","7.9",0
"414","US National","2 wk ahead","Bin","percent","7.9","8",0
"415","US National","2 wk ahead","Bin","percent","8","8.1",0
"416","US National","2 wk ahead","Bin","percent","8.1","8.2",0
"417","US National","2 wk ahead","Bin","percent","8.2","8.3",0
"418","US National","2 wk ahead","Bin","percent","8.3","8.4",0
"419","US National","2 wk ahead","Bin","percent","8.4","8.5",0
"420","US National","2 wk ahead","Bin","percent","8.5","8.6",0
"421","US National","2 wk ahead","Bin","percent","8.6","8.7",0
"422","US National","2 wk ahead","Bin","percent","8.7","8.8",0
"423","US National","2 wk ahead","Bin","percent","8.8","8.9",0
"424","US National","2 wk ahead","Bin","percent","8.9","9",0
"425","US National","2 wk ahead","Bin","percent","9","9.1",0
"426","US National","2 wk ahead","Bin","percent","9.1","9.2",0
"427","US National","2 wk ahead","Bin","percent","9.2","9.3",0
"428","US National","2 wk ahead","Bin","percent","9.3","9.4",0
"429","US National","2 wk ahead","Bin","percent","9.4","9.5",0
"430","US National","2 wk ahead","Bin","percent","9.5","9.6",0
"431","US National","2 wk ahead","Bin","percent","9.6","9.7",0
"432","US National","2 wk ahead","Bin","percent","9.7","9.8",0
"433","US National","2 wk ahead","Bin","percent","9.8","9.9",0
"434","US National","2 wk ahead","Bin","percent","9.9","10",0
"435","US National","2 wk ahead","Bin","percent","10","10.1",0
"436","US National","2 wk ahead","Bin","percent","10.1","10.2",0
"437","US National","2 wk ahead","Bin","percent","10.2","10.3",0
"438","US National","2 wk ahead","Bin","percent","10.3","10.4",0
"439","US National","2 wk ahead","Bin","percent","10.4","10.5",0
"440","US National","2 wk ahead","Bin","percent","10.5","10.6",0
"441","US National","2 wk ahead","Bin","percent","10.6","10.7",0
"442","US National","2 wk ahead","Bin","percent","10.7","10.8",0
"443","US National","2 wk ahead","Bin","percent","10.8","10.9",0
"444","US National","2 wk ahead","Bin","percent","10.9","11",0
"445","US National","2 wk ahead","Bin","percent","11","11.1",0
"446","US National","2 wk ahead","Bin","percent","11.1","11.2",0
"447","US National","2 wk ahead","Bin","percent","11.2","11.3",0
"448","US National","2 wk ahead","Bin","percent","11.3","11.4",0
"449","US National","2 wk ahead","Bin","percent","11.4","11.5",0
"450","US National","2 wk ahead","Bin","percent","11.5","11.6",0
"451","US National","2 wk ahead","Bin","percent","11.6","11.7",0
"452","US National","2 wk ahead","Bin","percent","11.7","11.8",0
"453","US National","2 wk ahead","Bin","percent","11.8","11.9",0
"454","US National","2 wk ahead","Bin","percent","11.9","12",0
"455","US National","2 wk ahead","Bin","percent","12","12.1",0
"456","US National","2 wk ahead","Bin","percent","12.1","12.2",0
"457","US National","2 wk ahead","Bin","percent","12.2","12.3",0
"458","US National","2 wk ahead","Bin","percent","12.3","12.4",0
"459","US National","2 wk ahead","Bin","percent","12.4","12.5",0
"460","US National","2 wk ahead","Bin","percent","12.5","12.6",0
"461","US National","2 wk ahead","Bin","percent","12.6","12.7",0
"462","US National","2 wk ahead","Bin","percent","12.7","12.8",0
"463","US National","2 wk ahead","Bin","percent","12.8","12.9",0
"464","US National","2 wk ahead","Bin","percent","12.9","13",0
"465","US National","2 wk ahead","Bin","percent","13","100",0
"466","US National","3 wk ahead","Point","percent",NA,NA,2.24883123668227
"467","US National","3 wk ahead","Bin","percent","0","0.1",8.95104120166741e-16
"468","US National","3 wk ahead","Bin","percent","0.1","0.2",8.26220676084324e-14
"469","US National","3 wk ahead","Bin","percent","0.2","0.3",3.88916316149625e-12
"470","US National","3 wk ahead","Bin","percent","0.3","0.4",1.05346142379718e-10
"471","US National","3 wk ahead","Bin","percent","0.4","0.5",1.80189462824893e-09
"472","US National","3 wk ahead","Bin","percent","0.5","0.6",2.09328537285822e-08
"473","US National","3 wk ahead","Bin","percent","0.6","0.7",1.75044563290932e-07
"474","US National","3 wk ahead","Bin","percent","0.7","0.8",1.10438678635785e-06
"475","US National","3 wk ahead","Bin","percent","0.8","0.9",5.46546417017812e-06
"476","US National","3 wk ahead","Bin","percent","0.9","1",2.19480618484653e-05
"477","US National","3 wk ahead","Bin","percent","1","1.1",7.40291712717657e-05
"478","US National","3 wk ahead","Bin","percent","1.1","1.2",0.000219072677628944
"479","US National","3 wk ahead","Bin","percent","1.2","1.3",0.000601668502303824
"480","US National","3 wk ahead","Bin","percent","1.3","1.4",0.00160818566625655
"481","US National","3 wk ahead","Bin","percent","1.4","1.5",0.00418787796544799
"482","US National","3 wk ahead","Bin","percent","1.5","1.6",0.0101736122385257
"483","US National","3 wk ahead","Bin","percent","1.6","1.7",0.0220002130370322
"484","US National","3 wk ahead","Bin","percent","1.7","1.8",0.0412512342415512
"485","US National","3 wk ahead","Bin","percent","1.8","1.9",0.0665862218336598
"486","US National","3 wk ahead","Bin","percent","1.9","2",0.0928905062378075
"487","US National","3 wk ahead","Bin","percent","2","2.1",0.113044351720379
"488","US National","3 wk ahead","Bin","percent","2.1","2.2",0.121442853915289
"489","US National","3 wk ahead","Bin","percent","2.2","2.3",0.116713449482256
"490","US National","3 wk ahead","Bin","percent","2.3","2.4",0.101823551485383
"491","US National","3 wk ahead","Bin","percent","2.4","2.5",0.081969775886815
"492","US National","3 wk ahead","Bin","percent","2.5","2.6",0.0620319796974862
"493","US National","3 wk ahead","Bin","percent","2.6","2.7",0.0450624095837188
"494","US National","3 wk ahead","Bin","percent","2.7","2.8",0.0321190969471793
"495","US National","3 wk ahead","Bin","percent","2.8","2.9",0.0229079251520394
"496","US National","3 wk ahead","Bin","percent","2.9","3",0.0165635454990921
"497","US National","3 wk ahead","Bin","percent","3","3.1",0.0121895858801101
"498","US National","3 wk ahead","Bin","percent","3.1","3.2",0.00909572823313626
"499","US National","3 wk ahead","Bin","percent","3.2","3.3",0.00682971015711655
"500","US National","3 wk ahead","Bin","percent","3.3","3.4",0.00512132276487042
"501","US National","3 wk ahead","Bin","percent","3.4","3.5",0.00381333771453736
"502","US National","3 wk ahead","Bin","percent","3.5","3.6",0.00280971091580948
"503","US National","3 wk ahead","Bin","percent","3.6","3.7",0.00204505941988409
"504","US National","3 wk ahead","Bin","percent","3.7","3.8",0.00146959727220635
"505","US National","3 wk ahead","Bin","percent","3.8","3.9",0.00104278467778576
"506","US National","3 wk ahead","Bin","percent","3.9","4",0.000730980514491078
"507","US National","3 wk ahead","Bin","percent","4","4.1",0.000506540089583719
"508","US National","3 wk ahead","Bin","percent","4.1","4.2",0.000347236356349949
"509","US National","3 wk ahead","Bin","percent","4.2","4.3",0.000235638798628133
"510","US National","3 wk ahead","Bin","percent","4.3","4.4",0.000158407043860065
"511","US National","3 wk ahead","Bin","percent","4.4","4.5",0.000105557285399678
"512","US National","3 wk ahead","Bin","percent","4.5","4.6",6.97670811390641e-05
"513","US National","3 wk ahead","Bin","percent","4.6","4.7",4.57621920223846e-05
"514","US National","3 wk ahead","Bin","percent","4.7","4.8",2.98047738033394e-05
"515","US National","3 wk ahead","Bin","percent","4.8","4.9",1.92841707461802e-05
"516","US National","3 wk ahead","Bin","percent","4.9","5",1.24008449800713e-05
"517","US National","3 wk ahead","Bin","percent","5","5.1",7.92907531948446e-06
"518","US National","3 wk ahead","Bin","percent","5.1","5.2",5.04299208708455e-06
"519","US National","3 wk ahead","Bin","percent","5.2","5.3",3.1916165178817e-06
"520","US National","3 wk ahead","Bin","percent","5.3","5.4",2.01067331334638e-06
"521","US National","3 wk ahead","Bin","percent","5.4","5.5",1.26131260937034e-06
"522","US National","3 wk ahead","Bin","percent","5.5","5.6",7.88111042944649e-07
"523","US National","3 wk ahead","Bin","percent","5.6","5.7",4.90636944755766e-07
"524","US National","3 wk ahead","Bin","percent","5.7","5.8",3.04409509316183e-07
"525","US National","3 wk ahead","Bin","percent","5.8","5.9",1.88274327990606e-07
"526","US National","3 wk ahead","Bin","percent","5.9","6",1.161079693238e-07
"527","US National","3 wk ahead","Bin","percent","6","6.1",7.141145382885e-08
"528","US National","3 wk ahead","Bin","percent","6.1","6.2",4.38126719088244e-08
"529","US National","3 wk ahead","Bin","percent","6.2","6.3",2.68190455422908e-08
"530","US National","3 wk ahead","Bin","percent","6.3","6.4",1.63824656196131e-08
"531","US National","3 wk ahead","Bin","percent","6.4","6.5",9.98811491691532e-09
"532","US National","3 wk ahead","Bin","percent","6.5","6.6",6.07893730382866e-09
"533","US National","3 wk ahead","Bin","percent","6.6","6.7",3.69384864402041e-09
"534","US National","3 wk ahead","Bin","percent","6.7","6.8",2.24130734480149e-09
"535","US National","3 wk ahead","Bin","percent","6.8","6.9",1.35817148214689e-09
"536","US National","3 wk ahead","Bin","percent","6.9","7",8.22044337685993e-10
"537","US National","3 wk ahead","Bin","percent","7","7.1",4.97023316562517e-10
"538","US National","3 wk ahead","Bin","percent","7.1","7.2",3.00226923729712e-10
"539","US National","3 wk ahead","Bin","percent","7.2","7.3",1.81201358874597e-10
"540","US National","3 wk ahead","Bin","percent","7.3","7.4",1.09284210884188e-10
"541","US National","3 wk ahead","Bin","percent","7.4","7.5",6.58688300077491e-11
"542","US National","3 wk ahead","Bin","percent","7.5","7.6",3.96797541758136e-11
"543","US National","3 wk ahead","Bin","percent","7.6","7.7",2.389260958318e-11
"544","US National","3 wk ahead","Bin","percent","7.7","7.8",1.43813078629607e-11
"545","US National","3 wk ahead","Bin","percent","7.8","7.9",8.65383991339802e-12
"546","US National","3 wk ahead","Bin","percent","7.9","8",5.20623875546671e-12
"547","US National","3 wk ahead","Bin","percent","8","8.1",3.1317122407791e-12
"548","US National","3 wk ahead","Bin","percent","8.1","8.2",1.88366395974688e-12
"549","US National","3 wk ahead","Bin","percent","8.2","8.3",1.13297535269785e-12
"550","US National","3 wk ahead","Bin","percent","8.3","8.4",6.81451397728538e-13
"551","US National","3 wk ahead","Bin","percent","8.4","8.5",4.09962908184764e-13
"552","US National","3 wk ahead","Bin","percent","8.5","8.6",2.46651707831689e-13
"553","US National","3 wk ahead","Bin","percent","8.6","8.7",1.4842785251807e-13
"554","US National","3 wk ahead","Bin","percent","8.7","8.8",8.93312889971064e-14
"555","US National","3 wk ahead","Bin","percent","8.8","8.9",5.37922257181319e-14
"556","US National","3 wk ahead","Bin","percent","8.9","9",3.24188645714264e-14
"557","US National","3 wk ahead","Bin","percent","9","9.1",1.95324439092521e-14
"558","US National","3 wk ahead","Bin","percent","9.1","9.2",1.17631491274569e-14
"559","US National","3 wk ahead","Bin","percent","9.2","9.3",7.08285106613455e-15
"560","US National","3 wk ahead","Bin","percent","9.3","9.4",4.27467222934109e-15
"561","US National","3 wk ahead","Bin","percent","9.4","9.5",2.58976492726505e-15
"562","US National","3 wk ahead","Bin","percent","9.5","9.6",1.56009935377413e-15
"563","US National","3 wk ahead","Bin","percent","9.6","9.7",9.6726159933996e-16
"564","US National","3 wk ahead","Bin","percent","9.7","9.8",5.61635767358685e-16
"565","US National","3 wk ahead","Bin","percent","9.8","9.9",3.43221857830307e-16
"566","US National","3 wk ahead","Bin","percent","9.9","10",2.18413909528378e-16
"567","US National","3 wk ahead","Bin","percent","10","10.1",1.2480794830193e-16
"568","US National","3 wk ahead","Bin","percent","10.1","10.2",6.2403974150965e-17
"569","US National","3 wk ahead","Bin","percent","10.2","10.3",6.2403974150965e-17
"570","US National","3 wk ahead","Bin","percent","10.3","10.4",3.12019870754826e-17
"571","US National","3 wk ahead","Bin","percent","10.4","10.5",0
"572","US National","3 wk ahead","Bin","percent","10.5","10.6",0
"573","US National","3 wk ahead","Bin","percent","10.6","10.7",3.12019870754826e-17
"574","US National","3 wk ahead","Bin","percent","10.7","10.8",0
"575","US National","3 wk ahead","Bin","percent","10.8","10.9",0
"576","US National","3 wk ahead","Bin","percent","10.9","11",0
"577","US National","3 wk ahead","Bin","percent","11","11.1",0
"578","US National","3 wk ahead","Bin","percent","11.1","11.2",0
"579","US National","3 wk ahead","Bin","percent","11.2","11.3",0
"580","US National","3 wk ahead","Bin","percent","11.3","11.4",0
"581","US National","3 wk ahead","Bin","percent","11.4","11.5",0
"582","US National","3 wk ahead","Bin","percent","11.5","11.6",0
"583","US National","3 wk ahead","Bin","percent","11.6","11.7",0
"584","US National","3 wk ahead","Bin","percent","11.7","11.8",0
"585","US National","3 wk ahead","Bin","percent","11.8","11.9",0
"586","US National","3 wk ahead","Bin","percent","11.9","12",0
"587","US National","3 wk ahead","Bin","percent","12","12.1",0
"588","US National","3 wk ahead","Bin","percent","12.1","12.2",0
"589","US National","3 wk ahead","Bin","percent","12.2","12.3",0
"590","US National","3 wk ahead","Bin","percent","12.3","12.4",0
"591","US National","3 wk ahead","Bin","percent","12.4","12.5",0
"592","US National","3 wk ahead","Bin","percent","12.5","12.6",0
"593","US National","3 wk ahead","Bin","percent","12.6","12.7",0
"594","US National","3 wk ahead","Bin","percent","12.7","12.8",0
"595","US National","3 wk ahead","Bin","percent","12.8","12.9",0
"596","US National","3 wk ahead","Bin","percent","12.9","13",0
"597","US National","3 wk ahead","Bin","percent","13","100",0
"598","US National","4 wk ahead","Point","percent",NA,NA,2.49335065726102
"599","US National","4 wk ahead","Bin","percent","0","0.1",2.66020598718954e-15
"600","US National","4 wk ahead","Bin","percent","0.1","0.2",1.43004597678838e-13
"601","US National","4 wk ahead","Bin","percent","0.2","0.3",4.34933429702295e-12
"602","US National","4 wk ahead","Bin","percent","0.3","0.4",8.2805961740632e-11
"603","US National","4 wk ahead","Bin","percent","0.4","0.5",1.06696192156895e-09
"604","US National","4 wk ahead","Bin","percent","0.5","0.6",9.89285791846065e-09
"605","US National","4 wk ahead","Bin","percent","0.6","0.7",6.9320806088234e-08
"606","US National","4 wk ahead","Bin","percent","0.7","0.8",3.81978202385179e-07
"607","US National","4 wk ahead","Bin","percent","0.8","0.9",1.71066331426439e-06
"608","US National","4 wk ahead","Bin","percent","0.9","1",6.41036888042182e-06
"609","US National","4 wk ahead","Bin","percent","1","1.1",2.0719887977289e-05
"610","US National","4 wk ahead","Bin","percent","1.1","1.2",6.01064305705116e-05
"611","US National","4 wk ahead","Bin","percent","1.2","1.3",0.000164992750412555
"612","US National","4 wk ahead","Bin","percent","1.3","1.4",0.000449440046653826
"613","US National","4 wk ahead","Bin","percent","1.4","1.5",0.00122120250045053
"614","US National","4 wk ahead","Bin","percent","1.5","1.6",0.00317825730225827
"615","US National","4 wk ahead","Bin","percent","1.6","1.7",0.00754963501980092
"616","US National","4 wk ahead","Bin","percent","1.7","1.8",0.0158894016809077
"617","US National","4 wk ahead","Bin","percent","1.8","1.9",0.0293169463140221
"618","US National","4 wk ahead","Bin","percent","1.9","2",0.0474611929537308
"619","US National","4 wk ahead","Bin","percent","2","2.1",0.0678548169627086
"620","US National","4 wk ahead","Bin","percent","2.1","2.2",0.0864389454803257
"621","US National","4 wk ahead","Bin","percent","2.2","2.3",0.0990851619587657
"622","US National","4 wk ahead","Bin","percent","2.3","2.4",0.103264679883942
"623","US National","4 wk ahead","Bin","percent","2.4","2.5",0.0988991994192145
"624","US National","4 wk ahead","Bin","percent","2.5","2.6",0.0880414530087557
"625","US National","4 wk ahead","Bin","percent","2.6","2.7",0.0737721430115481
"626","US National","4 wk ahead","Bin","percent","2.7","2.8",0.0590163581818926
"627","US National","4 wk ahead","Bin","percent","2.8","2.9",0.0457999300025462
"628","US National","4 wk ahead","Bin","percent","2.9","3",0.0350734656696211
"629","US National","4 wk ahead","Bin","percent","3","3.1",0.0269352601738187
"630","US National","4 wk ahead","Bin","percent","3.1","3.2",0.020998105977101
"631","US National","4 wk ahead","Bin","percent","3.2","3.3",0.0167117543494215
"632","US National","4 wk ahead","Bin","percent","3.3","3.4",0.0135637518254317
"633","US National","4 wk ahead","Bin","percent","3.4","3.5",0.011163835737802
"634","US National","4 wk ahead","Bin","percent","3.5","3.6",0.00925212609473047
"635","US National","4 wk ahead","Bin","percent","3.6","3.7",0.00767216352655587
"636","US National","4 wk ahead","Bin","percent","3.7","3.8",0.0063363198463047
"637","US National","4 wk ahead","Bin","percent","3.8","3.9",0.00519683566911974
"638","US National","4 wk ahead","Bin","percent","3.9","4",0.00422613100833767
"639","US National","4 wk ahead","Bin","percent","4","4.1",0.00340534051902945
"640","US National","4 wk ahead","Bin","percent","4.1","4.2",0.00271859425474672
"641","US National","4 wk ahead","Bin","percent","4.2","4.3",0.00215072054435436
"642","US National","4 wk ahead","Bin","percent","4.3","4.4",0.0016867079705599
"643","US National","4 wk ahead","Bin","percent","4.4","4.5",0.00131191268989214
"644","US National","4 wk ahead","Bin","percent","4.5","4.6",0.001012470257729
"645","US National","4 wk ahead","Bin","percent","4.6","4.7",0.000775664418069727
"646","US National","4 wk ahead","Bin","percent","4.7","4.8",0.000590166621318735
"647","US National","4 wk ahead","Bin","percent","4.8","4.9",0.00044613871286741
"648","US National","4 wk ahead","Bin","percent","4.9","5",0.00033522352508758
"649","US National","4 wk ahead","Bin","percent","5","5.1",0.000250456709308699
"650","US National","4 wk ahead","Bin","percent","5.1","5.2",0.000186130951979358
"651","US National","4 wk ahead","Bin","percent","5.2","5.3",0.000137637515696083
"652","US National","4 wk ahead","Bin","percent","5.3","5.4",0.000101303142998938
"653","US National","4 wk ahead","Bin","percent","5.4","5.5",7.42342083458817e-05
"654","US National","4 wk ahead","Bin","percent","5.5","5.6",5.41750999878395e-05
"655","US National","4 wk ahead","Bin","percent","5.6","5.7",3.93841984584053e-05
"656","US National","4 wk ahead","Bin","percent","5.7","5.8",2.85283325303636e-05
"657","US National","4 wk ahead","Bin","percent","5.8","5.9",2.0595010819151e-05
"658","US National","4 wk ahead","Bin","percent","5.9","6",1.4820820880247e-05
"659","US National","4 wk ahead","Bin","percent","6","6.1",1.06339592518119e-05
"660","US National","4 wk ahead","Bin","percent","6.1","6.2",7.60874544447017e-06
"661","US National","4 wk ahead","Bin","percent","6.2","6.3",5.43005895092055e-06
"662","US National","4 wk ahead","Bin","percent","6.3","6.4",3.86583341982271e-06
"663","US National","4 wk ahead","Bin","percent","6.4","6.5",2.74598632773111e-06
"664","US National","4 wk ahead","Bin","percent","6.5","6.6",1.94641713756441e-06
"665","US National","4 wk ahead","Bin","percent","6.6","6.7",1.37694893199047e-06
"666","US National","4 wk ahead","Bin","percent","6.7","6.8",9.72305555117779e-07
"667","US National","4 wk ahead","Bin","percent","6.8","6.9",6.85403301554326e-07
"668","US National","4 wk ahead","Bin","percent","6.9","7",4.82392551471934e-07
"669","US National","4 wk ahead","Bin","percent","7","7.1",3.39012451990045e-07
"670","US National","4 wk ahead","Bin","percent","7.1","7.2",2.37924084197373e-07
"671","US National","4 wk ahead","Bin","percent","7.2","7.3",1.66768271256348e-07
"672","US National","4 wk ahead","Bin","percent","7.3","7.4",1.16757004656287e-07
"673","US National","4 wk ahead","Bin","percent","7.4","7.5",8.16557925077886e-08
"674","US National","4 wk ahead","Bin","percent","7.5","7.6",5.70510388913335e-08
"675","US National","4 wk ahead","Bin","percent","7.6","7.7",3.98243450786259e-08
"676","US National","4 wk ahead","Bin","percent","7.7","7.8",2.77764306684636e-08
"677","US National","4 wk ahead","Bin","percent","7.8","7.9",1.93588426038412e-08
"678","US National","4 wk ahead","Bin","percent","7.9","8",1.34830551050201e-08
"679","US National","4 wk ahead","Bin","percent","8","8.1",9.3849608216042e-09
"680","US National","4 wk ahead","Bin","percent","8.1","8.2",6.5288945193525e-09
"681","US National","4 wk ahead","Bin","percent","8.2","8.3",4.53979561639768e-09
"682","US National","4 wk ahead","Bin","percent","8.3","8.4",3.15534980114802e-09
"683","US National","4 wk ahead","Bin","percent","8.4","8.5",2.19228584407766e-09
"684","US National","4 wk ahead","Bin","percent","8.5","8.6",1.52267771664085e-09
"685","US National","4 wk ahead","Bin","percent","8.6","8.7",1.0573080834123e-09
"686","US National","4 wk ahead","Bin","percent","8.7","8.8",7.34003936831471e-10
"687","US National","4 wk ahead","Bin","percent","8.8","8.9",5.09469388526307e-10
"688","US National","4 wk ahead","Bin","percent","8.9","9",3.53573090861441e-10
"689","US National","4 wk ahead","Bin","percent","9","9.1",2.45357568277478e-10
"690","US National","4 wk ahead","Bin","percent","9.1","9.2",1.70253373156089e-10
"691","US National","4 wk ahead","Bin","percent","9.2","9.3",1.18136478572898e-10
"692","US National","4 wk ahead","Bin","percent","9.3","9.4",8.19746347050003e-11
"693","US National","4 wk ahead","Bin","percent","9.4","9.5",5.6884929397287e-11
"694","US National","4 wk ahead","Bin","percent","9.5","9.6",3.94775509707126e-11
"695","US National","4 wk ahead","Bin","percent","9.6","9.7",2.74000908220414e-11
"696","US National","4 wk ahead","Bin","percent","9.7","9.8",1.90202355573116e-11
"697","US National","4 wk ahead","Bin","percent","9.8","9.9",1.32054354843185e-11
"698","US National","4 wk ahead","Bin","percent","9.9","10",9.17009060788509e-12
"699","US National","4 wk ahead","Bin","percent","10","10.1",6.3693035748876e-12
"700","US National","4 wk ahead","Bin","percent","10.1","10.2",4.42501906370764e-12
"701","US National","4 wk ahead","Bin","percent","10.2","10.3",3.07509594789279e-12
"702","US National","4 wk ahead","Bin","percent","10.3","10.4",2.13753582787716e-12
"703","US National","4 wk ahead","Bin","percent","10.4","10.5",1.48636092406849e-12
"704","US National","4 wk ahead","Bin","percent","10.5","10.6",1.03383507769483e-12
"705","US National","4 wk ahead","Bin","percent","10.6","10.7",7.19393807935488e-13
"706","US National","4 wk ahead","Bin","percent","10.7","10.8",5.00709068778837e-13
"707","US National","4 wk ahead","Bin","percent","10.8","10.9",3.48687952519472e-13
"708","US National","4 wk ahead","Bin","percent","10.9","11",2.42867837490387e-13
"709","US National","4 wk ahead","Bin","percent","11","11.1",1.69281688336155e-13
"710","US National","4 wk ahead","Bin","percent","11.1","11.2",1.18018399182295e-13
"711","US National","4 wk ahead","Bin","percent","11.2","11.3",8.23079223237764e-14
"712","US National","4 wk ahead","Bin","percent","11.3","11.4",5.74539183616136e-14
"713","US National","4 wk ahead","Bin","percent","11.4","11.5",4.01018591536739e-14
"714","US National","4 wk ahead","Bin","percent","11.5","11.6",2.79950621316141e-14
"715","US National","4 wk ahead","Bin","percent","11.6","11.7",1.95782460659001e-14
"716","US National","4 wk ahead","Bin","percent","11.7","11.8",1.36925739619769e-14
"717","US National","4 wk ahead","Bin","percent","11.8","11.9",9.5756530602689e-15
"718","US National","4 wk ahead","Bin","percent","11.9","12",6.67856057388181e-15
"719","US National","4 wk ahead","Bin","percent","12","12.1",4.69633939898538e-15
"720","US National","4 wk ahead","Bin","percent","12.1","12.2",3.29353672136638e-15
"721","US National","4 wk ahead","Bin","percent","12.2","12.3",2.31767398910967e-15
"722","US National","4 wk ahead","Bin","percent","12.3","12.4",1.61627265030017e-15
"723","US National","4 wk ahead","Bin","percent","12.4","12.5",1.12834128417181e-15
"724","US National","4 wk ahead","Bin","percent","12.5","12.6",7.92888469958573e-16
"725","US National","4 wk ahead","Bin","percent","12.6","12.7",5.48922786894395e-16
"726","US National","4 wk ahead","Bin","percent","12.7","12.8",3.96444234979285e-16
"727","US National","4 wk ahead","Bin","percent","12.8","12.9",2.74461393447198e-16
"728","US National","4 wk ahead","Bin","percent","12.9","13",2.13469972681154e-16
"729","US National","4 wk ahead","Bin","percent","13","100",4.57435655745331e-16
