"","Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"2309","HHS Region 3","Season peak percentage","Bin","percent","5.1","5.2",NA
"2310","HHS Region 3","Season peak percentage","Bin","percent","5.2","5.3",NA
"2311","HHS Region 3","Season peak percentage","Bin","percent","5.3","5.4",NA
"2312","HHS Region 3","Season peak percentage","Bin","percent","5.4","5.5",NA
"2313","HHS Region 3","Season peak percentage","Bin","percent","5.5","5.6",NA
"2314","HHS Region 3","Season peak percentage","Bin","percent","5.6","5.7",NA
"2315","HHS Region 3","Season peak percentage","Bin","percent","5.7","5.8",NA
"2316","HHS Region 3","Season peak percentage","Bin","percent","5.8","5.9",NA
"2317","HHS Region 3","Season peak percentage","Bin","percent","5.9","6",NA
"2318","HHS Region 3","Season peak percentage","Bin","percent","6","6.1",NA
"2319","HHS Region 3","Season peak percentage","Bin","percent","6.1","6.2",NA
"2320","HHS Region 3","Season peak percentage","Bin","percent","6.2","6.3",NA
"2321","HHS Region 3","Season peak percentage","Bin","percent","6.3","6.4",NA
"2322","HHS Region 3","Season peak percentage","Bin","percent","6.4","6.5",NA
"2323","HHS Region 3","Season peak percentage","Bin","percent","6.5","6.6",NA
"2324","HHS Region 3","Season peak percentage","Bin","percent","6.6","6.7",NA
"2325","HHS Region 3","Season peak percentage","Bin","percent","6.7","6.8",NA
"2326","HHS Region 3","Season peak percentage","Bin","percent","6.8","6.9",NA
"2327","HHS Region 3","Season peak percentage","Bin","percent","6.9","7",NA
"2328","HHS Region 3","Season peak percentage","Bin","percent","7","7.1",NA
"2329","HHS Region 3","Season peak percentage","Bin","percent","7.1","7.2",NA
"2330","HHS Region 3","Season peak percentage","Bin","percent","7.2","7.3",NA
"2331","HHS Region 3","Season peak percentage","Bin","percent","7.3","7.4",NA
"2332","HHS Region 3","Season peak percentage","Bin","percent","7.4","7.5",NA
"2333","HHS Region 3","Season peak percentage","Bin","percent","7.5","7.6",NA
"2334","HHS Region 3","Season peak percentage","Bin","percent","7.6","7.7",NA
"2335","HHS Region 3","Season peak percentage","Bin","percent","7.7","7.8",NA
"2336","HHS Region 3","Season peak percentage","Bin","percent","7.8","7.9",NA
"2337","HHS Region 3","Season peak percentage","Bin","percent","7.9","8",NA
"2338","HHS Region 3","Season peak percentage","Bin","percent","8","8.1",NA
"2339","HHS Region 3","Season peak percentage","Bin","percent","8.1","8.2",NA
"2340","HHS Region 3","Season peak percentage","Bin","percent","8.2","8.3",NA
"2341","HHS Region 3","Season peak percentage","Bin","percent","8.3","8.4",NA
"2342","HHS Region 3","Season peak percentage","Bin","percent","8.4","8.5",NA
"2343","HHS Region 3","Season peak percentage","Bin","percent","8.5","8.6",NA
"2344","HHS Region 3","Season peak percentage","Bin","percent","8.6","8.7",NA
"2345","HHS Region 3","Season peak percentage","Bin","percent","8.7","8.8",NA
"2346","HHS Region 3","Season peak percentage","Bin","percent","8.8","8.9",NA
"2347","HHS Region 3","Season peak percentage","Bin","percent","8.9","9",NA
"2348","HHS Region 3","Season peak percentage","Bin","percent","9","9.1",NA
"2349","HHS Region 3","Season peak percentage","Bin","percent","9.1","9.2",NA
"2350","HHS Region 3","Season peak percentage","Bin","percent","9.2","9.3",NA
"2351","HHS Region 3","Season peak percentage","Bin","percent","9.3","9.4",NA
"2352","HHS Region 3","Season peak percentage","Bin","percent","9.4","9.5",NA
"2353","HHS Region 3","Season peak percentage","Bin","percent","9.5","9.6",NA
"2354","HHS Region 3","Season peak percentage","Bin","percent","9.6","9.7",NA
"2355","HHS Region 3","Season peak percentage","Bin","percent","9.7","9.8",NA
"2356","HHS Region 3","Season peak percentage","Bin","percent","9.8","9.9",NA
"2357","HHS Region 3","Season peak percentage","Bin","percent","9.9","10",NA
"2358","HHS Region 3","Season peak percentage","Bin","percent","10","10.1",NA
"2359","HHS Region 3","Season peak percentage","Bin","percent","10.1","10.2",NA
"2360","HHS Region 3","Season peak percentage","Bin","percent","10.2","10.3",NA
"2361","HHS Region 3","Season peak percentage","Bin","percent","10.3","10.4",NA
"2362","HHS Region 3","Season peak percentage","Bin","percent","10.4","10.5",NA
"2363","HHS Region 3","Season peak percentage","Bin","percent","10.5","10.6",NA
"2364","HHS Region 3","Season peak percentage","Bin","percent","10.6","10.7",NA
"2365","HHS Region 3","Season peak percentage","Bin","percent","10.7","10.8",NA
"2366","HHS Region 3","Season peak percentage","Bin","percent","10.8","10.9",NA
"2367","HHS Region 3","Season peak percentage","Bin","percent","10.9","11",NA
"2368","HHS Region 3","Season peak percentage","Bin","percent","11","11.1",NA
"2369","HHS Region 3","Season peak percentage","Bin","percent","11.1","11.2",NA
"2370","HHS Region 3","Season peak percentage","Bin","percent","11.2","11.3",NA
"2371","HHS Region 3","Season peak percentage","Bin","percent","11.3","11.4",NA
"2372","HHS Region 3","Season peak percentage","Bin","percent","11.4","11.5",NA
"2373","HHS Region 3","Season peak percentage","Bin","percent","11.5","11.6",NA
"2374","HHS Region 3","Season peak percentage","Bin","percent","11.6","11.7",NA
"2375","HHS Region 3","Season peak percentage","Bin","percent","11.7","11.8",NA
"2376","HHS Region 3","Season peak percentage","Bin","percent","11.8","11.9",NA
"2377","HHS Region 3","Season peak percentage","Bin","percent","11.9","12",NA
"2378","HHS Region 3","Season peak percentage","Bin","percent","12","12.1",NA
"2379","HHS Region 3","Season peak percentage","Bin","percent","12.1","12.2",NA
"2380","HHS Region 3","Season peak percentage","Bin","percent","12.2","12.3",NA
"2381","HHS Region 3","Season peak percentage","Bin","percent","12.3","12.4",NA
"2382","HHS Region 3","Season peak percentage","Bin","percent","12.4","12.5",NA
"2383","HHS Region 3","Season peak percentage","Bin","percent","12.5","12.6",NA
"2384","HHS Region 3","Season peak percentage","Bin","percent","12.6","12.7",NA
"2385","HHS Region 3","Season peak percentage","Bin","percent","12.7","12.8",NA
"2386","HHS Region 3","Season peak percentage","Bin","percent","12.8","12.9",NA
"2387","HHS Region 3","Season peak percentage","Bin","percent","12.9","13",NA
"2388","HHS Region 3","Season peak percentage","Bin","percent","13","100",NA
"2389","HHS Region 3","1 wk ahead","Point","percent",NA,NA,NA
"2390","HHS Region 3","1 wk ahead","Bin","percent","0","0.1",NA
"2391","HHS Region 3","1 wk ahead","Bin","percent","0.1","0.2",NA
"2392","HHS Region 3","1 wk ahead","Bin","percent","0.2","0.3",NA
"2393","HHS Region 3","1 wk ahead","Bin","percent","0.3","0.4",NA
"2394","HHS Region 3","1 wk ahead","Bin","percent","0.4","0.5",NA
"2395","HHS Region 3","1 wk ahead","Bin","percent","0.5","0.6",NA
"2396","HHS Region 3","1 wk ahead","Bin","percent","0.6","0.7",NA
"2397","HHS Region 3","1 wk ahead","Bin","percent","0.7","0.8",NA
"2398","HHS Region 3","1 wk ahead","Bin","percent","0.8","0.9",NA
"2399","HHS Region 3","1 wk ahead","Bin","percent","0.9","1",NA
"2400","HHS Region 3","1 wk ahead","Bin","percent","1","1.1",NA
"2401","HHS Region 3","1 wk ahead","Bin","percent","1.1","1.2",NA
"2402","HHS Region 3","1 wk ahead","Bin","percent","1.2","1.3",NA
"2403","HHS Region 3","1 wk ahead","Bin","percent","1.3","1.4",NA
"2404","HHS Region 3","1 wk ahead","Bin","percent","1.4","1.5",NA
"2405","HHS Region 3","1 wk ahead","Bin","percent","1.5","1.6",NA
"2406","HHS Region 3","1 wk ahead","Bin","percent","1.6","1.7",NA
"2407","HHS Region 3","1 wk ahead","Bin","percent","1.7","1.8",NA
"2408","HHS Region 3","1 wk ahead","Bin","percent","1.8","1.9",NA
"2409","HHS Region 3","1 wk ahead","Bin","percent","1.9","2",NA
"2410","HHS Region 3","1 wk ahead","Bin","percent","2","2.1",NA
"2411","HHS Region 3","1 wk ahead","Bin","percent","2.1","2.2",NA
"2412","HHS Region 3","1 wk ahead","Bin","percent","2.2","2.3",NA
"2413","HHS Region 3","1 wk ahead","Bin","percent","2.3","2.4",NA
"2414","HHS Region 3","1 wk ahead","Bin","percent","2.4","2.5",NA
"2415","HHS Region 3","1 wk ahead","Bin","percent","2.5","2.6",NA
"2416","HHS Region 3","1 wk ahead","Bin","percent","2.6","2.7",NA
"2417","HHS Region 3","1 wk ahead","Bin","percent","2.7","2.8",NA
"2418","HHS Region 3","1 wk ahead","Bin","percent","2.8","2.9",NA
"2419","HHS Region 3","1 wk ahead","Bin","percent","2.9","3",NA
"2420","HHS Region 3","1 wk ahead","Bin","percent","3","3.1",NA
"2421","HHS Region 3","1 wk ahead","Bin","percent","3.1","3.2",NA
"2422","HHS Region 3","1 wk ahead","Bin","percent","3.2","3.3",NA
"2423","HHS Region 3","1 wk ahead","Bin","percent","3.3","3.4",NA
"2424","HHS Region 3","1 wk ahead","Bin","percent","3.4","3.5",NA
"2425","HHS Region 3","1 wk ahead","Bin","percent","3.5","3.6",NA
"2426","HHS Region 3","1 wk ahead","Bin","percent","3.6","3.7",NA
"2427","HHS Region 3","1 wk ahead","Bin","percent","3.7","3.8",NA
"2428","HHS Region 3","1 wk ahead","Bin","percent","3.8","3.9",NA
"2429","HHS Region 3","1 wk ahead","Bin","percent","3.9","4",NA
"2430","HHS Region 3","1 wk ahead","Bin","percent","4","4.1",NA
"2431","HHS Region 3","1 wk ahead","Bin","percent","4.1","4.2",NA
"2432","HHS Region 3","1 wk ahead","Bin","percent","4.2","4.3",NA
"2433","HHS Region 3","1 wk ahead","Bin","percent","4.3","4.4",NA
"2434","HHS Region 3","1 wk ahead","Bin","percent","4.4","4.5",NA
"2435","HHS Region 3","1 wk ahead","Bin","percent","4.5","4.6",NA
"2436","HHS Region 3","1 wk ahead","Bin","percent","4.6","4.7",NA
"2437","HHS Region 3","1 wk ahead","Bin","percent","4.7","4.8",NA
"2438","HHS Region 3","1 wk ahead","Bin","percent","4.8","4.9",NA
"2439","HHS Region 3","1 wk ahead","Bin","percent","4.9","5",NA
"2440","HHS Region 3","1 wk ahead","Bin","percent","5","5.1",NA
"2441","HHS Region 3","1 wk ahead","Bin","percent","5.1","5.2",NA
"2442","HHS Region 3","1 wk ahead","Bin","percent","5.2","5.3",NA
"2443","HHS Region 3","1 wk ahead","Bin","percent","5.3","5.4",NA
"2444","HHS Region 3","1 wk ahead","Bin","percent","5.4","5.5",NA
"2445","HHS Region 3","1 wk ahead","Bin","percent","5.5","5.6",NA
"2446","HHS Region 3","1 wk ahead","Bin","percent","5.6","5.7",NA
"2447","HHS Region 3","1 wk ahead","Bin","percent","5.7","5.8",NA
"2448","HHS Region 3","1 wk ahead","Bin","percent","5.8","5.9",NA
"2449","HHS Region 3","1 wk ahead","Bin","percent","5.9","6",NA
"2450","HHS Region 3","1 wk ahead","Bin","percent","6","6.1",NA
"2451","HHS Region 3","1 wk ahead","Bin","percent","6.1","6.2",NA
"2452","HHS Region 3","1 wk ahead","Bin","percent","6.2","6.3",NA
"2453","HHS Region 3","1 wk ahead","Bin","percent","6.3","6.4",NA
"2454","HHS Region 3","1 wk ahead","Bin","percent","6.4","6.5",NA
"2455","HHS Region 3","1 wk ahead","Bin","percent","6.5","6.6",NA
"2456","HHS Region 3","1 wk ahead","Bin","percent","6.6","6.7",NA
"2457","HHS Region 3","1 wk ahead","Bin","percent","6.7","6.8",NA
"2458","HHS Region 3","1 wk ahead","Bin","percent","6.8","6.9",NA
"2459","HHS Region 3","1 wk ahead","Bin","percent","6.9","7",NA
"2460","HHS Region 3","1 wk ahead","Bin","percent","7","7.1",NA
"2461","HHS Region 3","1 wk ahead","Bin","percent","7.1","7.2",NA
"2462","HHS Region 3","1 wk ahead","Bin","percent","7.2","7.3",NA
"2463","HHS Region 3","1 wk ahead","Bin","percent","7.3","7.4",NA
"2464","HHS Region 3","1 wk ahead","Bin","percent","7.4","7.5",NA
"2465","HHS Region 3","1 wk ahead","Bin","percent","7.5","7.6",NA
"2466","HHS Region 3","1 wk ahead","Bin","percent","7.6","7.7",NA
"2467","HHS Region 3","1 wk ahead","Bin","percent","7.7","7.8",NA
"2468","HHS Region 3","1 wk ahead","Bin","percent","7.8","7.9",NA
"2469","HHS Region 3","1 wk ahead","Bin","percent","7.9","8",NA
"2470","HHS Region 3","1 wk ahead","Bin","percent","8","8.1",NA
"2471","HHS Region 3","1 wk ahead","Bin","percent","8.1","8.2",NA
"2472","HHS Region 3","1 wk ahead","Bin","percent","8.2","8.3",NA
"2473","HHS Region 3","1 wk ahead","Bin","percent","8.3","8.4",NA
"2474","HHS Region 3","1 wk ahead","Bin","percent","8.4","8.5",NA
"2475","HHS Region 3","1 wk ahead","Bin","percent","8.5","8.6",NA
"2476","HHS Region 3","1 wk ahead","Bin","percent","8.6","8.7",NA
"2477","HHS Region 3","1 wk ahead","Bin","percent","8.7","8.8",NA
"2478","HHS Region 3","1 wk ahead","Bin","percent","8.8","8.9",NA
"2479","HHS Region 3","1 wk ahead","Bin","percent","8.9","9",NA
"2480","HHS Region 3","1 wk ahead","Bin","percent","9","9.1",NA
"2481","HHS Region 3","1 wk ahead","Bin","percent","9.1","9.2",NA
"2482","HHS Region 3","1 wk ahead","Bin","percent","9.2","9.3",NA
"2483","HHS Region 3","1 wk ahead","Bin","percent","9.3","9.4",NA
"2484","HHS Region 3","1 wk ahead","Bin","percent","9.4","9.5",NA
"2485","HHS Region 3","1 wk ahead","Bin","percent","9.5","9.6",NA
"2486","HHS Region 3","1 wk ahead","Bin","percent","9.6","9.7",NA
"2487","HHS Region 3","1 wk ahead","Bin","percent","9.7","9.8",NA
"2488","HHS Region 3","1 wk ahead","Bin","percent","9.8","9.9",NA
"2489","HHS Region 3","1 wk ahead","Bin","percent","9.9","10",NA
"2490","HHS Region 3","1 wk ahead","Bin","percent","10","10.1",NA
"2491","HHS Region 3","1 wk ahead","Bin","percent","10.1","10.2",NA
"2492","HHS Region 3","1 wk ahead","Bin","percent","10.2","10.3",NA
"2493","HHS Region 3","1 wk ahead","Bin","percent","10.3","10.4",NA
"2494","HHS Region 3","1 wk ahead","Bin","percent","10.4","10.5",NA
"2495","HHS Region 3","1 wk ahead","Bin","percent","10.5","10.6",NA
"2496","HHS Region 3","1 wk ahead","Bin","percent","10.6","10.7",NA
"2497","HHS Region 3","1 wk ahead","Bin","percent","10.7","10.8",NA
"2498","HHS Region 3","1 wk ahead","Bin","percent","10.8","10.9",NA
"2499","HHS Region 3","1 wk ahead","Bin","percent","10.9","11",NA
"2500","HHS Region 3","1 wk ahead","Bin","percent","11","11.1",NA
"2501","HHS Region 3","1 wk ahead","Bin","percent","11.1","11.2",NA
"2502","HHS Region 3","1 wk ahead","Bin","percent","11.2","11.3",NA
"2503","HHS Region 3","1 wk ahead","Bin","percent","11.3","11.4",NA
"2504","HHS Region 3","1 wk ahead","Bin","percent","11.4","11.5",NA
"2505","HHS Region 3","1 wk ahead","Bin","percent","11.5","11.6",NA
"2506","HHS Region 3","1 wk ahead","Bin","percent","11.6","11.7",NA
"2507","HHS Region 3","1 wk ahead","Bin","percent","11.7","11.8",NA
"2508","HHS Region 3","1 wk ahead","Bin","percent","11.8","11.9",NA
"2509","HHS Region 3","1 wk ahead","Bin","percent","11.9","12",NA
"2510","HHS Region 3","1 wk ahead","Bin","percent","12","12.1",NA
"2511","HHS Region 3","1 wk ahead","Bin","percent","12.1","12.2",NA
"2512","HHS Region 3","1 wk ahead","Bin","percent","12.2","12.3",NA
"2513","HHS Region 3","1 wk ahead","Bin","percent","12.3","12.4",NA
"2514","HHS Region 3","1 wk ahead","Bin","percent","12.4","12.5",NA
"2515","HHS Region 3","1 wk ahead","Bin","percent","12.5","12.6",NA
"2516","HHS Region 3","1 wk ahead","Bin","percent","12.6","12.7",NA
"2517","HHS Region 3","1 wk ahead","Bin","percent","12.7","12.8",NA
"2518","HHS Region 3","1 wk ahead","Bin","percent","12.8","12.9",NA
"2519","HHS Region 3","1 wk ahead","Bin","percent","12.9","13",NA
"2520","HHS Region 3","1 wk ahead","Bin","percent","13","100",NA
"2521","HHS Region 3","2 wk ahead","Point","percent",NA,NA,NA
"2522","HHS Region 3","2 wk ahead","Bin","percent","0","0.1",NA
"2523","HHS Region 3","2 wk ahead","Bin","percent","0.1","0.2",NA
"2524","HHS Region 3","2 wk ahead","Bin","percent","0.2","0.3",NA
"2525","HHS Region 3","2 wk ahead","Bin","percent","0.3","0.4",NA
"2526","HHS Region 3","2 wk ahead","Bin","percent","0.4","0.5",NA
"2527","HHS Region 3","2 wk ahead","Bin","percent","0.5","0.6",NA
"2528","HHS Region 3","2 wk ahead","Bin","percent","0.6","0.7",NA
"2529","HHS Region 3","2 wk ahead","Bin","percent","0.7","0.8",NA
"2530","HHS Region 3","2 wk ahead","Bin","percent","0.8","0.9",NA
"2531","HHS Region 3","2 wk ahead","Bin","percent","0.9","1",NA
"2532","HHS Region 3","2 wk ahead","Bin","percent","1","1.1",NA
"2533","HHS Region 3","2 wk ahead","Bin","percent","1.1","1.2",NA
"2534","HHS Region 3","2 wk ahead","Bin","percent","1.2","1.3",NA
"2535","HHS Region 3","2 wk ahead","Bin","percent","1.3","1.4",NA
"2536","HHS Region 3","2 wk ahead","Bin","percent","1.4","1.5",NA
"2537","HHS Region 3","2 wk ahead","Bin","percent","1.5","1.6",NA
"2538","HHS Region 3","2 wk ahead","Bin","percent","1.6","1.7",NA
"2539","HHS Region 3","2 wk ahead","Bin","percent","1.7","1.8",NA
"2540","HHS Region 3","2 wk ahead","Bin","percent","1.8","1.9",NA
"2541","HHS Region 3","2 wk ahead","Bin","percent","1.9","2",NA
"2542","HHS Region 3","2 wk ahead","Bin","percent","2","2.1",NA
"2543","HHS Region 3","2 wk ahead","Bin","percent","2.1","2.2",NA
"2544","HHS Region 3","2 wk ahead","Bin","percent","2.2","2.3",NA
"2545","HHS Region 3","2 wk ahead","Bin","percent","2.3","2.4",NA
"2546","HHS Region 3","2 wk ahead","Bin","percent","2.4","2.5",NA
"2547","HHS Region 3","2 wk ahead","Bin","percent","2.5","2.6",NA
"2548","HHS Region 3","2 wk ahead","Bin","percent","2.6","2.7",NA
"2549","HHS Region 3","2 wk ahead","Bin","percent","2.7","2.8",NA
"2550","HHS Region 3","2 wk ahead","Bin","percent","2.8","2.9",NA
"2551","HHS Region 3","2 wk ahead","Bin","percent","2.9","3",NA
"2552","HHS Region 3","2 wk ahead","Bin","percent","3","3.1",NA
"2553","HHS Region 3","2 wk ahead","Bin","percent","3.1","3.2",NA
"2554","HHS Region 3","2 wk ahead","Bin","percent","3.2","3.3",NA
"2555","HHS Region 3","2 wk ahead","Bin","percent","3.3","3.4",NA
"2556","HHS Region 3","2 wk ahead","Bin","percent","3.4","3.5",NA
"2557","HHS Region 3","2 wk ahead","Bin","percent","3.5","3.6",NA
"2558","HHS Region 3","2 wk ahead","Bin","percent","3.6","3.7",NA
"2559","HHS Region 3","2 wk ahead","Bin","percent","3.7","3.8",NA
"2560","HHS Region 3","2 wk ahead","Bin","percent","3.8","3.9",NA
"2561","HHS Region 3","2 wk ahead","Bin","percent","3.9","4",NA
"2562","HHS Region 3","2 wk ahead","Bin","percent","4","4.1",NA
"2563","HHS Region 3","2 wk ahead","Bin","percent","4.1","4.2",NA
"2564","HHS Region 3","2 wk ahead","Bin","percent","4.2","4.3",NA
"2565","HHS Region 3","2 wk ahead","Bin","percent","4.3","4.4",NA
"2566","HHS Region 3","2 wk ahead","Bin","percent","4.4","4.5",NA
"2567","HHS Region 3","2 wk ahead","Bin","percent","4.5","4.6",NA
"2568","HHS Region 3","2 wk ahead","Bin","percent","4.6","4.7",NA
"2569","HHS Region 3","2 wk ahead","Bin","percent","4.7","4.8",NA
"2570","HHS Region 3","2 wk ahead","Bin","percent","4.8","4.9",NA
"2571","HHS Region 3","2 wk ahead","Bin","percent","4.9","5",NA
"2572","HHS Region 3","2 wk ahead","Bin","percent","5","5.1",NA
"2573","HHS Region 3","2 wk ahead","Bin","percent","5.1","5.2",NA
"2574","HHS Region 3","2 wk ahead","Bin","percent","5.2","5.3",NA
"2575","HHS Region 3","2 wk ahead","Bin","percent","5.3","5.4",NA
"2576","HHS Region 3","2 wk ahead","Bin","percent","5.4","5.5",NA
"2577","HHS Region 3","2 wk ahead","Bin","percent","5.5","5.6",NA
"2578","HHS Region 3","2 wk ahead","Bin","percent","5.6","5.7",NA
"2579","HHS Region 3","2 wk ahead","Bin","percent","5.7","5.8",NA
"2580","HHS Region 3","2 wk ahead","Bin","percent","5.8","5.9",NA
"2581","HHS Region 3","2 wk ahead","Bin","percent","5.9","6",NA
"2582","HHS Region 3","2 wk ahead","Bin","percent","6","6.1",NA
"2583","HHS Region 3","2 wk ahead","Bin","percent","6.1","6.2",NA
"2584","HHS Region 3","2 wk ahead","Bin","percent","6.2","6.3",NA
"2585","HHS Region 3","2 wk ahead","Bin","percent","6.3","6.4",NA
"2586","HHS Region 3","2 wk ahead","Bin","percent","6.4","6.5",NA
"2587","HHS Region 3","2 wk ahead","Bin","percent","6.5","6.6",NA
"2588","HHS Region 3","2 wk ahead","Bin","percent","6.6","6.7",NA
"2589","HHS Region 3","2 wk ahead","Bin","percent","6.7","6.8",NA
"2590","HHS Region 3","2 wk ahead","Bin","percent","6.8","6.9",NA
"2591","HHS Region 3","2 wk ahead","Bin","percent","6.9","7",NA
"2592","HHS Region 3","2 wk ahead","Bin","percent","7","7.1",NA
"2593","HHS Region 3","2 wk ahead","Bin","percent","7.1","7.2",NA
"2594","HHS Region 3","2 wk ahead","Bin","percent","7.2","7.3",NA
"2595","HHS Region 3","2 wk ahead","Bin","percent","7.3","7.4",NA
"2596","HHS Region 3","2 wk ahead","Bin","percent","7.4","7.5",NA
"2597","HHS Region 3","2 wk ahead","Bin","percent","7.5","7.6",NA
"2598","HHS Region 3","2 wk ahead","Bin","percent","7.6","7.7",NA
"2599","HHS Region 3","2 wk ahead","Bin","percent","7.7","7.8",NA
"2600","HHS Region 3","2 wk ahead","Bin","percent","7.8","7.9",NA
"2601","HHS Region 3","2 wk ahead","Bin","percent","7.9","8",NA
"2602","HHS Region 3","2 wk ahead","Bin","percent","8","8.1",NA
"2603","HHS Region 3","2 wk ahead","Bin","percent","8.1","8.2",NA
"2604","HHS Region 3","2 wk ahead","Bin","percent","8.2","8.3",NA
"2605","HHS Region 3","2 wk ahead","Bin","percent","8.3","8.4",NA
"2606","HHS Region 3","2 wk ahead","Bin","percent","8.4","8.5",NA
"2607","HHS Region 3","2 wk ahead","Bin","percent","8.5","8.6",NA
"2608","HHS Region 3","2 wk ahead","Bin","percent","8.6","8.7",NA
"2609","HHS Region 3","2 wk ahead","Bin","percent","8.7","8.8",NA
"2610","HHS Region 3","2 wk ahead","Bin","percent","8.8","8.9",NA
"2611","HHS Region 3","2 wk ahead","Bin","percent","8.9","9",NA
"2612","HHS Region 3","2 wk ahead","Bin","percent","9","9.1",NA
"2613","HHS Region 3","2 wk ahead","Bin","percent","9.1","9.2",NA
"2614","HHS Region 3","2 wk ahead","Bin","percent","9.2","9.3",NA
"2615","HHS Region 3","2 wk ahead","Bin","percent","9.3","9.4",NA
"2616","HHS Region 3","2 wk ahead","Bin","percent","9.4","9.5",NA
"2617","HHS Region 3","2 wk ahead","Bin","percent","9.5","9.6",NA
"2618","HHS Region 3","2 wk ahead","Bin","percent","9.6","9.7",NA
"2619","HHS Region 3","2 wk ahead","Bin","percent","9.7","9.8",NA
"2620","HHS Region 3","2 wk ahead","Bin","percent","9.8","9.9",NA
"2621","HHS Region 3","2 wk ahead","Bin","percent","9.9","10",NA
"2622","HHS Region 3","2 wk ahead","Bin","percent","10","10.1",NA
"2623","HHS Region 3","2 wk ahead","Bin","percent","10.1","10.2",NA
"2624","HHS Region 3","2 wk ahead","Bin","percent","10.2","10.3",NA
"2625","HHS Region 3","2 wk ahead","Bin","percent","10.3","10.4",NA
"2626","HHS Region 3","2 wk ahead","Bin","percent","10.4","10.5",NA
"2627","HHS Region 3","2 wk ahead","Bin","percent","10.5","10.6",NA
"2628","HHS Region 3","2 wk ahead","Bin","percent","10.6","10.7",NA
"2629","HHS Region 3","2 wk ahead","Bin","percent","10.7","10.8",NA
"2630","HHS Region 3","2 wk ahead","Bin","percent","10.8","10.9",NA
"2631","HHS Region 3","2 wk ahead","Bin","percent","10.9","11",NA
"2632","HHS Region 3","2 wk ahead","Bin","percent","11","11.1",NA
"2633","HHS Region 3","2 wk ahead","Bin","percent","11.1","11.2",NA
"2634","HHS Region 3","2 wk ahead","Bin","percent","11.2","11.3",NA
"2635","HHS Region 3","2 wk ahead","Bin","percent","11.3","11.4",NA
"2636","HHS Region 3","2 wk ahead","Bin","percent","11.4","11.5",NA
"2637","HHS Region 3","2 wk ahead","Bin","percent","11.5","11.6",NA
"2638","HHS Region 3","2 wk ahead","Bin","percent","11.6","11.7",NA
"2639","HHS Region 3","2 wk ahead","Bin","percent","11.7","11.8",NA
"2640","HHS Region 3","2 wk ahead","Bin","percent","11.8","11.9",NA
"2641","HHS Region 3","2 wk ahead","Bin","percent","11.9","12",NA
"2642","HHS Region 3","2 wk ahead","Bin","percent","12","12.1",NA
"2643","HHS Region 3","2 wk ahead","Bin","percent","12.1","12.2",NA
"2644","HHS Region 3","2 wk ahead","Bin","percent","12.2","12.3",NA
"2645","HHS Region 3","2 wk ahead","Bin","percent","12.3","12.4",NA
"2646","HHS Region 3","2 wk ahead","Bin","percent","12.4","12.5",NA
"2647","HHS Region 3","2 wk ahead","Bin","percent","12.5","12.6",NA
"2648","HHS Region 3","2 wk ahead","Bin","percent","12.6","12.7",NA
"2649","HHS Region 3","2 wk ahead","Bin","percent","12.7","12.8",NA
"2650","HHS Region 3","2 wk ahead","Bin","percent","12.8","12.9",NA
"2651","HHS Region 3","2 wk ahead","Bin","percent","12.9","13",NA
"2652","HHS Region 3","2 wk ahead","Bin","percent","13","100",NA
"2653","HHS Region 3","3 wk ahead","Point","percent",NA,NA,NA
"2654","HHS Region 3","3 wk ahead","Bin","percent","0","0.1",NA
"2655","HHS Region 3","3 wk ahead","Bin","percent","0.1","0.2",NA
"2656","HHS Region 3","3 wk ahead","Bin","percent","0.2","0.3",NA
"2657","HHS Region 3","3 wk ahead","Bin","percent","0.3","0.4",NA
"2658","HHS Region 3","3 wk ahead","Bin","percent","0.4","0.5",NA
"2659","HHS Region 3","3 wk ahead","Bin","percent","0.5","0.6",NA
"2660","HHS Region 3","3 wk ahead","Bin","percent","0.6","0.7",NA
"2661","HHS Region 3","3 wk ahead","Bin","percent","0.7","0.8",NA
"2662","HHS Region 3","3 wk ahead","Bin","percent","0.8","0.9",NA
"2663","HHS Region 3","3 wk ahead","Bin","percent","0.9","1",NA
"2664","HHS Region 3","3 wk ahead","Bin","percent","1","1.1",NA
"2665","HHS Region 3","3 wk ahead","Bin","percent","1.1","1.2",NA
"2666","HHS Region 3","3 wk ahead","Bin","percent","1.2","1.3",NA
"2667","HHS Region 3","3 wk ahead","Bin","percent","1.3","1.4",NA
"2668","HHS Region 3","3 wk ahead","Bin","percent","1.4","1.5",NA
"2669","HHS Region 3","3 wk ahead","Bin","percent","1.5","1.6",NA
"2670","HHS Region 3","3 wk ahead","Bin","percent","1.6","1.7",NA
"2671","HHS Region 3","3 wk ahead","Bin","percent","1.7","1.8",NA
"2672","HHS Region 3","3 wk ahead","Bin","percent","1.8","1.9",NA
"2673","HHS Region 3","3 wk ahead","Bin","percent","1.9","2",NA
"2674","HHS Region 3","3 wk ahead","Bin","percent","2","2.1",NA
"2675","HHS Region 3","3 wk ahead","Bin","percent","2.1","2.2",NA
"2676","HHS Region 3","3 wk ahead","Bin","percent","2.2","2.3",NA
"2677","HHS Region 3","3 wk ahead","Bin","percent","2.3","2.4",NA
"2678","HHS Region 3","3 wk ahead","Bin","percent","2.4","2.5",NA
"2679","HHS Region 3","3 wk ahead","Bin","percent","2.5","2.6",NA
